,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
27694,0,0.597261749,61,0,0.095484086,6000.0,10,0,0,1,0.0
82201,0,0.104617858,53,0,0.32504486,3900.0,15,0,0,0,2.0
66872,0,0.9999999,22,98,0.0,,0,98,0,98,0.0
146573,0,0.227749592,60,0,0.337518054,9000.0,21,0,0,0,2.0
144144,0,0.126301337,61,0,0.855280313,2300.0,14,0,1,0,0.0
15601,0,0.054302606,44,0,0.482233503,6500.0,13,0,3,0,1.0
44038,0,0.0,84,0,0.183877415,1500.0,7,0,0,0,0.0
13463,0,0.560117541,46,0,0.146713322,4000.0,7,0,0,0,0.0
146110,0,0.318037332,64,0,2.236508994,1500.0,19,0,1,0,0.0
76793,0,0.9999999,29,0,1298.0,,2,0,1,0,0.0
8953,0,0.333040658,45,0,0.507338358,10083.0,12,0,4,0,4.0
12039,0,0.00819821,54,0,0.123113208,8479.0,7,0,1,0,0.0
106543,0,0.146894191,32,0,0.398255129,4240.0,11,0,1,0,0.0
95160,0,0.010512551,67,0,0.229689188,8332.0,8,0,1,0,1.0
14248,0,0.837194785,53,2,0.458878994,3817.0,8,0,0,0,1.0
122524,0,0.175948775,63,0,0.225195633,10350.0,10,0,0,0,1.0
48764,0,0.0,36,0,0.069379238,1916.0,3,0,0,0,0.0
40358,0,0.0,24,1,0.114494519,820.0,3,0,0,1,0.0
52561,0,0.9999999,27,0,201.0,,0,1,0,0,
123969,0,0.174926106,60,0,0.473364262,6250.0,16,0,2,0,0.0
129787,0,0.806306681,32,0,0.131635325,4200.0,4,0,0,0,0.0
108683,0,0.771231775,62,1,0.647740904,2500.0,6,0,0,0,1.0
5132,0,0.917344354,30,1,0.235546039,1400.0,6,0,0,0,0.0
142907,0,0.0,85,0,0.0,,4,0,0,0,0.0
392,0,0.9999999,60,0,0.0,4200.0,0,0,0,0,0.0
38421,0,0.006666296,34,0,221.0,,8,0,0,0,0.0
71380,0,0.134714611,50,0,0.617953321,8354.0,8,0,4,0,2.0
35326,0,0.202052437,70,0,0.956668923,2953.0,12,0,1,0,1.0
55823,0,0.08639977,40,0,0.013741049,5166.0,2,0,0,0,0.0
82701,0,0.187742616,50,2,0.583714768,4150.0,11,0,1,0,1.0
94341,0,0.006437004,63,0,0.298396772,9168.0,15,0,1,0,0.0
147267,0,0.326391283,39,0,749.0,1.0,6,0,1,0,2.0
119971,0,0.050780023,41,0,0.359870898,1858.0,6,0,0,0,1.0
36817,0,0.0,34,0,0.187077385,1330.0,6,0,0,0,2.0
36179,0,0.0,69,0,1904.0,,7,0,1,0,0.0
98671,0,0.018679626,79,0,0.005510726,5080.0,5,0,0,0,0.0
113096,0,0.0,58,0,0.822290361,7500.0,7,0,4,0,0.0
32580,0,0.146754916,75,0,0.21881103,12800.0,7,0,1,0,0.0
123919,0,0.046865104,92,0,0.007998546,5500.0,5,0,0,0,1.0
13880,0,0.915883244,58,1,0.961737565,4442.0,9,0,2,0,0.0
126018,0,0.013345641,75,0,0.002228274,4038.0,2,0,0,0,0.0
115386,0,0.014174214,62,0,335.0,,8,0,0,0,0.0
108951,0,0.0,34,0,0.350481955,8921.0,5,0,2,0,0.0
80377,0,0.0,62,0,1099.0,,14,0,0,0,0.0
22060,0,0.142697488,45,0,0.559491501,7000.0,8,0,1,0,2.0
31770,0,0.017310541,57,0,0.312468753,10000.0,24,0,1,0,0.0
95658,0,0.068447583,57,0,0.25646886,12250.0,13,0,1,1,2.0
107521,0,0.015943095,67,0,0.002358268,10600.0,2,0,0,0,0.0
60913,0,0.740524781,52,0,0.015273535,3600.0,2,0,0,0,0.0
136621,0,0.089071304,58,0,0.262595185,13000.0,12,0,2,0,1.0
46056,0,0.9999999,37,0,0.219102472,4166.0,5,0,0,0,2.0
55839,0,0.872444272,53,0,0.168250833,8100.0,10,0,0,0,4.0
86869,0,0.200989422,48,2,0.324082055,5800.0,9,0,2,0,2.0
126238,0,0.0,79,0,682.0,,2,0,1,0,0.0
124412,0,0.133573751,53,0,0.20829167,13000.0,19,0,1,0,3.0
22724,0,0.04119794,54,0,3.43335224,1762.0,7,0,2,0,0.0
89073,1,0.715519643,43,0,1.180532771,12800.0,21,0,7,0,2.0
21373,0,0.028126287,71,0,0.00733089,3000.0,3,0,0,0,0.0
14987,0,0.173096153,32,0,0.094014681,7083.0,9,0,0,0,0.0
120915,0,0.020798908,59,0,1971.0,,17,0,1,1,0.0
74366,0,0.089156836,54,1,0.314325887,6400.0,10,0,1,0,1.0
142149,0,0.06009442,69,1,1562.0,,8,0,1,0,0.0
27608,1,1.079607415,46,4,0.127104655,3028.0,9,1,0,0,4.0
19965,0,0.0,43,0,0.418654478,7000.0,5,0,2,0,1.0
15183,0,0.001041612,45,0,0.516593363,2500.0,9,0,1,0,3.0
103195,0,0.647424464,49,0,3014.0,,7,0,2,0,4.0
99736,0,0.017462426,42,0,0.159730034,8000.0,11,0,1,0,0.0
32509,0,0.226964484,59,0,0.454226587,2850.0,7,0,2,0,0.0
33841,0,0.0,51,0,0.402155417,5288.0,6,0,2,0,2.0
103227,0,0.289810161,56,0,0.297808977,4700.0,5,0,1,0,0.0
80867,0,0.033957129,57,0,0.179117029,7134.0,13,0,1,0,1.0
91800,0,0.051090947,42,0,1064.0,,12,0,1,0,4.0
64742,0,0.9999999,33,2,0.429633494,7666.0,5,0,2,0,1.0
77957,0,0.148289838,34,0,0.574585635,3800.0,5,0,2,0,3.0
129986,0,0.275060963,57,0,0.22705153,15000.0,15,0,2,0,1.0
14401,0,0.038074529,62,0,0.255685178,18600.0,14,0,2,0,0.0
37465,0,0.00305916,70,0,1481.0,,8,0,1,0,1.0
51402,0,0.787928748,56,1,1.629213483,800.0,12,0,0,0,1.0
43530,0,0.27522463,44,0,0.110907577,12009.0,8,0,0,0,0.0
19846,0,0.325892713,57,1,0.094986431,7000.0,4,0,0,0,1.0
90913,0,0.000232547,69,0,1452.0,,4,0,1,0,0.0
96359,0,0.5142916,57,1,0.588742624,6608.0,11,0,2,0,0.0
119807,0,0.133476692,66,0,0.349222798,3859.0,10,0,1,0,0.0
5833,0,0.897047336,26,0,0.367316342,2000.0,14,0,0,0,0.0
81880,0,0.248772608,57,0,0.274230103,7500.0,7,0,1,0,0.0
70696,0,0.302065803,51,0,1.443541836,1230.0,10,0,1,0,0.0
115205,0,0.377506882,79,0,0.086365454,2500.0,10,0,0,0,0.0
49454,0,0.003184673,34,0,0.000874891,8000.0,9,0,0,0,0.0
4942,0,0.792340898,40,0,0.504346761,8166.0,13,0,0,0,0.0
63358,0,0.020410476,59,1,1068.0,,14,0,1,0,0.0
149473,0,0.9999999,84,0,0.0,,1,0,0,0,0.0
57679,0,0.139628144,79,0,0.210646496,7006.0,7,0,1,0,0.0
131007,0,0.42067006,33,0,1.321824104,1534.0,8,0,0,0,0.0
60200,1,0.060416867,52,4,1403.0,,12,1,1,3,2.0
8524,0,0.804055573,44,2,3866.0,,8,0,2,0,1.0
60889,0,0.26566416,51,0,0.548576535,7832.0,12,0,2,0,0.0
47745,0,0.024323346,55,0,0.314662684,4016.0,7,0,2,0,0.0
7655,1,0.592001702,34,2,0.510686164,5333.0,6,1,1,0,0.0
15071,0,0.657665626,39,1,0.74885906,7449.0,13,0,4,0,2.0
77706,0,0.0,76,0,0.139161113,2550.0,7,0,0,0,0.0
93148,0,0.294533524,42,1,0.354107649,6000.0,12,0,0,0,4.0
88278,0,0.981132075,22,0,26.0,,1,0,0,0,0.0
108642,0,0.016828376,54,0,0.332211471,7130.0,8,0,2,0,1.0
112271,0,1.042660725,47,1,0.937772027,8500.0,12,0,2,1,2.0
76528,0,0.690871459,63,0,3414.0,,10,0,3,0,0.0
98985,0,0.273350471,46,1,0.005655423,4950.0,1,0,0,1,4.0
10040,1,0.011478065,42,0,0.327949546,6500.0,6,0,1,0,0.0
129524,0,0.226386807,23,0,13.0,0.0,2,0,0,0,0.0
134563,0,0.9999999,42,0,0.41076653,3417.0,2,0,1,0,0.0
125041,0,0.095780458,46,0,0.38203012,11752.0,11,0,1,0,1.0
72064,0,0.492795624,36,0,0.304969302,10423.0,10,0,2,0,1.0
129570,0,0.262456534,37,0,0.257076425,9891.0,11,0,2,0,0.0
137676,0,0.002876261,67,0,0.00789921,10000.0,9,0,0,0,1.0
140612,0,0.002109616,63,0,0.404159382,10866.0,14,0,2,0,0.0
40066,0,0.207723266,28,0,0.248460123,12500.0,9,0,1,0,2.0
55197,0,0.013336639,52,0,89.0,,6,0,0,0,0.0
